Kirchhoff Plate Uniform Load Example
289 1 1 1
1 1 1 1 0.000000 0.000000 0
2 1 1 1 0.500000 0.000000 0
3 1 1 1 1.000000 0.000000 0
4 1 1 1 1.500000 0.000000 0
5 1 1 1 2.000000 0.000000 0
6 1 1 1 2.500000 0.000000 0
7 1 1 1 3.000000 0.000000 0
8 1 1 1 3.500000 0.000000 0
9 1 1 1 4.000000 0.000000 0
10 1 1 1 4.500000 0.000000 0
11 1 1 1 5.000000 0.000000 0
12 1 1 1 5.500000 0.000000 0
13 1 1 1 6.000000 0.000000 0
14 1 1 1 6.500000 0.000000 0
15 1 1 1 7.000000 0.000000 0
16 1 1 1 7.500000 0.000000 0
17 1 1 1 8.000000 0.000000 0
18 1 1 1 0.000000 0.500000 0
19 0 0 0 0.500000 0.500000 0
20 0 0 0 1.000000 0.500000 0
21 0 0 0 1.500000 0.500000 0
22 0 0 0 2.000000 0.500000 0
23 0 0 0 2.500000 0.500000 0
24 0 0 0 3.000000 0.500000 0
25 0 0 0 3.500000 0.500000 0
26 0 0 0 4.000000 0.500000 0
27 0 0 0 4.500000 0.500000 0
28 0 0 0 5.000000 0.500000 0
29 0 0 0 5.500000 0.500000 0
30 0 0 0 6.000000 0.500000 0
31 0 0 0 6.500000 0.500000 0
32 0 0 0 7.000000 0.500000 0
33 0 0 0 7.500000 0.500000 0
34 1 1 1 8.000000 0.500000 0
35 1 1 1 0.000000 1.000000 0
36 0 0 0 0.500000 1.000000 0
37 0 0 0 1.000000 1.000000 0
38 0 0 0 1.500000 1.000000 0
39 0 0 0 2.000000 1.000000 0
40 0 0 0 2.500000 1.000000 0
41 0 0 0 3.000000 1.000000 0
42 0 0 0 3.500000 1.000000 0
43 0 0 0 4.000000 1.000000 0
44 0 0 0 4.500000 1.000000 0
45 0 0 0 5.000000 1.000000 0
46 0 0 0 5.500000 1.000000 0
47 0 0 0 6.000000 1.000000 0
48 0 0 0 6.500000 1.000000 0
49 0 0 0 7.000000 1.000000 0
50 0 0 0 7.500000 1.000000 0
51 1 1 1 8.000000 1.000000 0
52 1 1 1 0.000000 1.500000 0
53 0 0 0 0.500000 1.500000 0
54 0 0 0 1.000000 1.500000 0
55 0 0 0 1.500000 1.500000 0
56 0 0 0 2.000000 1.500000 0
57 0 0 0 2.500000 1.500000 0
58 0 0 0 3.000000 1.500000 0
59 0 0 0 3.500000 1.500000 0
60 0 0 0 4.000000 1.500000 0
61 0 0 0 4.500000 1.500000 0
62 0 0 0 5.000000 1.500000 0
63 0 0 0 5.500000 1.500000 0
64 0 0 0 6.000000 1.500000 0
65 0 0 0 6.500000 1.500000 0
66 0 0 0 7.000000 1.500000 0
67 0 0 0 7.500000 1.500000 0
68 1 1 1 8.000000 1.500000 0
69 1 1 1 0.000000 2.000000 0
70 0 0 0 0.500000 2.000000 0
71 0 0 0 1.000000 2.000000 0
72 0 0 0 1.500000 2.000000 0
73 0 0 0 2.000000 2.000000 0
74 0 0 0 2.500000 2.000000 0
75 0 0 0 3.000000 2.000000 0
76 0 0 0 3.500000 2.000000 0
77 0 0 0 4.000000 2.000000 0
78 0 0 0 4.500000 2.000000 0
79 0 0 0 5.000000 2.000000 0
80 0 0 0 5.500000 2.000000 0
81 0 0 0 6.000000 2.000000 0
82 0 0 0 6.500000 2.000000 0
83 0 0 0 7.000000 2.000000 0
84 0 0 0 7.500000 2.000000 0
85 1 1 1 8.000000 2.000000 0
86 1 1 1 0.000000 2.500000 0
87 0 0 0 0.500000 2.500000 0
88 0 0 0 1.000000 2.500000 0
89 0 0 0 1.500000 2.500000 0
90 0 0 0 2.000000 2.500000 0
91 0 0 0 2.500000 2.500000 0
92 0 0 0 3.000000 2.500000 0
93 0 0 0 3.500000 2.500000 0
94 0 0 0 4.000000 2.500000 0
95 0 0 0 4.500000 2.500000 0
96 0 0 0 5.000000 2.500000 0
97 0 0 0 5.500000 2.500000 0
98 0 0 0 6.000000 2.500000 0
99 0 0 0 6.500000 2.500000 0
100 0 0 0 7.000000 2.500000 0
101 0 0 0 7.500000 2.500000 0
102 1 1 1 8.000000 2.500000 0
103 1 1 1 0.000000 3.000000 0
104 0 0 0 0.500000 3.000000 0
105 0 0 0 1.000000 3.000000 0
106 0 0 0 1.500000 3.000000 0
107 0 0 0 2.000000 3.000000 0
108 0 0 0 2.500000 3.000000 0
109 0 0 0 3.000000 3.000000 0
110 0 0 0 3.500000 3.000000 0
111 0 0 0 4.000000 3.000000 0
112 0 0 0 4.500000 3.000000 0
113 0 0 0 5.000000 3.000000 0
114 0 0 0 5.500000 3.000000 0
115 0 0 0 6.000000 3.000000 0
116 0 0 0 6.500000 3.000000 0
117 0 0 0 7.000000 3.000000 0
118 0 0 0 7.500000 3.000000 0
119 1 1 1 8.000000 3.000000 0
120 1 1 1 0.000000 3.500000 0
121 0 0 0 0.500000 3.500000 0
122 0 0 0 1.000000 3.500000 0
123 0 0 0 1.500000 3.500000 0
124 0 0 0 2.000000 3.500000 0
125 0 0 0 2.500000 3.500000 0
126 0 0 0 3.000000 3.500000 0
127 0 0 0 3.500000 3.500000 0
128 0 0 0 4.000000 3.500000 0
129 0 0 0 4.500000 3.500000 0
