 NODE           X-DISPLACEMENT    Y-DISPLACEMENT    Z-DISPLACEMENT
  472              -1.89492e-04      -2.05450e-05       9.20133e-05
  473              -2.11289e-04      -2.30435e-05       8.20593e-05
  474              -2.30388e-04      -2.52507e-05       7.05038e-05
  475              -2.46439e-04      -2.71181e-05       5.77217e-05
  476              -2.59173e-04      -2.86079e-05       4.40282e-05
  477              -2.68399e-04      -2.96916e-05       2.96916e-05
  478              -2.73985e-04      -3.03495e-05       1.49453e-05
  479              -2.75855e-04      -3.05700e-05       9.39087e-17
  480              -2.73985e-04      -3.03495e-05      -1.49453e-05
  481              -2.68399e-04      -2.96916e-05      -2.96916e-05
  482              -2.59173e-04      -2.86079e-05      -4.40282e-05
  483              -2.46439e-04      -2.71181e-05      -5.77217e-05
  484              -2.30388e-04      -2.52507e-05      -7.05038e-05
  485              -2.11289e-04      -2.30435e-05      -8.20593e-05
  486              -1.89492e-04      -2.05450e-05      -9.20133e-05
  487              -1.65453e-04      -1.78155e-05      -9.99182e-05
  488              -1.39748e-04      -1.49285e-05      -1.05240e-04
  489              -1.13101e-04      -1.19725e-05      -1.07343e-04
  490              -8.64070e-05      -9.05255e-06      -1.05476e-04
  491              -6.07670e-05      -6.29190e-06      -9.87537e-05
  492              -3.75207e-05      -3.83342e-06      -8.61408e-05
  493              -1.82872e-05      -1.84024e-06      -6.64356e-05
  494              -5.00901e-06      -4.95474e-07      -3.82512e-05
  495               0.00000e+00       0.00000e+00       0.00000e+00
  496               0.00000e+00       0.00000e+00       0.00000e+00
  497              -5.10200e-06      -2.48307e-07       3.89683e-05
  498              -1.86327e-05      -9.22867e-07       6.77138e-05
  499              -3.82407e-05      -1.92361e-06       8.78358e-05
  500              -6.19492e-05      -3.15899e-06       1.00735e-04
  501              -8.81083e-05      -4.54722e-06       1.07630e-04
  502              -1.15351e-04      -6.01647e-06       1.09568e-04
  503              -1.42555e-04      -7.50463e-06       1.07451e-04
  504              -1.68803e-04      -8.95868e-06       1.02042e-04
  505              -1.93356e-04      -1.03339e-05       9.39898e-05
  506              -2.15623e-04      -1.15932e-05       8.38379e-05
  507              -2.35138e-04      -1.27059e-05       7.20436e-05
  508              -2.51540e-04      -1.36475e-05       5.89902e-05
  509              -2.64555e-04      -1.43988e-05       4.50004e-05
  510              -2.73985e-04      -1.49453e-05       3.03495e-05
  511              -2.79695e-04      -1.52772e-05       1.52772e-05
  512              -2.81607e-04      -1.53884e-05       8.73623e-17
  513              -2.79695e-04      -1.52772e-05      -1.52772e-05
  514              -2.73985e-04      -1.49453e-05      -3.03495e-05
  515              -2.64555e-04      -1.43988e-05      -4.50004e-05
  516              -2.51540e-04      -1.36475e-05      -5.89902e-05
  517              -2.35138e-04      -1.27059e-05      -7.20436e-05
  518              -2.15623e-04      -1.15932e-05      -8.38379e-05
  519              -1.93356e-04      -1.03339e-05      -9.39898e-05
  520              -1.68803e-04      -8.95868e-06      -1.02042e-04
  521              -1.42555e-04      -7.50463e-06      -1.07451e-04
  522              -1.15351e-04      -6.01647e-06      -1.09568e-04
  523              -8.81083e-05      -4.54722e-06      -1.07630e-04
  524              -6.19492e-05      -3.15899e-06      -1.00735e-04
  525              -3.82407e-05      -1.92361e-06      -8.78358e-05
  526              -1.86327e-05      -9.22867e-07      -6.77138e-05
  527              -5.10200e-06      -2.48307e-07      -3.89683e-05
  528               0.00000e+00       0.00000e+00       0.00000e+00
  529               0.00000e+00       0.00000e+00       0.00000e+00
  530              -5.13305e-06      -1.09948e-18       3.92078e-05
  531              -1.87482e-05      -3.82187e-18       6.81408e-05
  532              -3.84813e-05      -7.32208e-18       8.84025e-05
  533              -6.23443e-05      -1.12687e-17       1.01398e-04
  534              -8.86771e-05      -1.53408e-17       1.08350e-04
  535              -1.16104e-04      -1.95646e-17       1.10313e-04
  536              -1.43494e-04      -2.28483e-17       1.08192e-04
  537              -1.69924e-04      -2.29569e-17       1.02754e-04
  538              -1.94649e-04      -2.56500e-17       9.46521e-05
  539              -2.17074e-04      -2.73383e-17       8.44340e-05
  540              -2.36728e-04      -2.67903e-17       7.25597e-05
  541              -2.53248e-04      -2.47648e-17       5.94154e-05
  542              -2.66357e-04      -1.87758e-17       4.53264e-05
  543              -2.75855e-04      -7.29603e-18       3.05700e-05
  544              -2.81607e-04       2.56723e-18       1.53884e-05
  545              -2.83532e-04       1.40768e-17       7.93044e-17
  546              -2.81607e-04       2.32899e-17      -1.53884e-05
  547              -2.75855e-04       3.00202e-17      -3.05700e-05
  548              -2.66357e-04       3.59133e-17      -4.53264e-05
  549              -2.53248e-04       3.92726e-17      -5.94154e-05
  550              -2.36728e-04       4.20242e-17      -7.25597e-05
  551              -2.17074e-04       4.16584e-17      -8.44340e-05
  552              -1.94649e-04       3.81449e-17      -9.46521e-05
  553              -1.69924e-04       3.38955e-17      -1.02754e-04
  554              -1.43494e-04       2.99152e-17      -1.08192e-04
  555              -1.16104e-04       2.47612e-17      -1.10313e-04
  556              -8.86771e-05       1.70970e-17      -1.08350e-04
  557              -6.23443e-05       1.03038e-17      -1.01398e-04
  558              -3.84813e-05       5.74181e-18      -8.84025e-05
  559              -1.87482e-05       2.56849e-18      -6.81408e-05
  560              -5.13305e-06       6.54038e-19      -3.92078e-05
  561               0.00000e+00       0.00000e+00       0.00000e+00
  562               0.00000e+00       0.00000e+00       0.00000e+00
  563              -5.10200e-06       2.48307e-07       3.89683e-05
  564              -1.86327e-05       9.22867e-07       6.77138e-05
  565              -3.82407e-05       1.92361e-06       8.78358e-05
  566              -6.19492e-05       3.15899e-06       1.00735e-04
  567              -8.81083e-05       4.54722e-06       1.07630e-04
  568              -1.15351e-04       6.01647e-06       1.09568e-04
  569              -1.42555e-04       7.50463e-06       1.07451e-04
  570              -1.68803e-04       8.95868e-06       1.02042e-04
  571              -1.93356e-04       1.03339e-05       9.39898e-05
  572              -2.15623e-04       1.15932e-05       8.38379e-05
  573              -2.35138e-04       1.27059e-05       7.20436e-05
  574              -2.51540e-04       1.36475e-05       5.89902e-05
  575              -2.64555e-04       1.43988e-05       4.50004e-05
  576              -2.73985e-04       1.49453e-05       3.03495e-05
  577              -2.79695e-04       1.52772e-05       1.52772e-05
  578              -2.81607e-04       1.53884e-05       6.66894e-17
  579              -2.79695e-04       1.52772e-05      -1.52772e-05
  580              -2.73985e-04       1.49453e-05      -3.03495e-05
  581              -2.64555e-04       1.43988e-05      -4.50004e-05
  582              -2.51540e-04       1.36475e-05      -5.89902e-05
  583              -2.35138e-04       1.27059e-05      -7.20436e-05
  584              -2.15623e-04       1.15932e-05      -8.38379e-05
  585              -1.93356e-04       1.03339e-05      -9.39898e-05
  586              -1.68803e-04       8.95868e-06      -1.02042e-04
  587              -1.42555e-04       7.50463e-06      -1.07451e-04
  588              -1.15351e-04       6.01647e-06      -1.09568e-04
  589              -8.81083e-05       4.54722e-06      -1.07630e-04
  590              -6.19492e-05       3.15899e-06      -1.00735e-04
  591              -3.82407e-05       1.92361e-06      -8.78358e-05
  592              -1.86327e-05       9.22867e-07      -6.77138e-05
  593              -5.10200e-06       2.48307e-07      -3.89683e-05
  594               0.00000e+00       0.00000e+00       0.00000e+00
  595               0.00000e+00       0.00000e+00       0.00000e+00
  596              -5.00901e-06       4.95474e-07       3.82512e-05
  597              -1.82872e-05       1.84024e-06       6.64356e-05
  598              -3.75207e-05       3.83342e-06       8.61408e-05
  599              -6.07670e-05       6.29190e-06       9.87537e-05
  600              -8.64070e-05       9.05255e-06       1.05476e-04
  601              -1.13101e-04       1.19725e-05       1.07343e-04
  602              -1.39748e-04       1.49285e-05       1.05240e-04
  603              -1.65453e-04       1.78155e-05       9.99182e-05
  604              -1.89492e-04       2.05450e-05       9.20133e-05
  605              -2.11289e-04       2.30435e-05       8.20593e-05
  606              -2.30388e-04       2.52507e-05       7.05038e-05
  607              -2.46439e-04       2.71181e-05       5.77217e-05
  608              -2.59173e-04       2.86079e-05       4.40282e-05
  609              -2.68399e-04       2.96916e-05       2.96916e-05
  610              -2.73985e-04       3.03495e-05       1.49453e-05
  611              -2.75855e-04       3.05700e-05       5.85773e-17
  612              -2.73985e-04       3.03495e-05      -1.49453e-05
  613              -2.68399e-04       2.96916e-05      -2.96916e-05
  614              -2.59173e-04       2.86079e-05      -4.40282e-05
  615              -2.46439e-04       2.71181e-05      -5.77217e-05
  616              -2.30388e-04       2.52507e-05      -7.05038e-05
  617              -2.11289e-04       2.30435e-05      -8.20593e-05
  618              -1.89492e-04       2.05450e-05      -9.20133e-05
  619              -1.65453e-04       1.78155e-05      -9.99182e-05
  620              -1.39748e-04       1.49285e-05      -1.05240e-04
  621              -1.13101e-04       1.19725e-05      -1.07343e-04
  622              -8.64070e-05       9.05255e-06      -1.05476e-04
  623              -6.07670e-05       6.29190e-06      -9.87537e-05
  624              -3.75207e-05       3.83342e-06      -8.61408e-05
  625              -1.82872e-05       1.84024e-06      -6.64356e-05
  626              -5.00901e-06       4.95474e-07      -3.82512e-05
  627               0.00000e+00       0.00000e+00       0.00000e+00
  628               0.00000e+00       0.00000e+00       0.00000e+00
  629              -4.85452e-06       7.40127e-07       3.70604e-05
  630              -1.77137e-05       2.74573e-06       6.43161e-05
  631              -3.63265e-05       5.71375e-06       8.33336e-05
  632              -5.88079e-05       9.36956e-06       9.54750e-05
  633              -8.35894e-05       1.34697e-05       1.01917e-04
  634              -1.09376e-04       1.78020e-05       1.03668e-04
  635              -1.35105e-04       2.21840e-05       1.01590e-04
  636              -1.59913e-04       2.64606e-05       9.64135e-05
  637              -1.83105e-04       3.05015e-05       8.87536e-05
  638              -2.04126e-04       3.41986e-05       7.91272e-05
  639              -2.22540e-04       3.74632e-05       6.79662e-05
  640              -2.38011e-04       4.02244e-05       5.56317e-05
  641              -2.50284e-04       4.24266e-05       4.24266e-05
  642              -2.59173e-04       4.40282e-05       2.86079e-05
  643              -2.64555e-04       4.50004e-05       1.43988e-05
  644              -2.66357e-04       4.53264e-05       5.29870e-17
  645              -2.64555e-04       4.50004e-05      -1.43988e-05
  646              -2.59173e-04       4.40282e-05      -2.86079e-05
  647              -2.50284e-04       4.24266e-05      -4.24266e-05
  648              -2.38011e-04       4.02244e-05      -5.56317e-05
  649              -2.22540e-04       3.74632e-05      -6.79662e-05
  650              -2.04126e-04       3.41986e-05      -7.91272e-05
  651              -1.83105e-04       3.05015e-05      -8.87536e-05
  652              -1.59913e-04       2.64606e-05      -9.64135e-05
  653              -1.35105e-04       2.21840e-05      -1.01590e-04
  654              -1.09376e-04       1.78020e-05      -1.03668e-04
  655              -8.35894e-05       1.34697e-05      -1.01917e-04
  656              -5.88079e-05       9.36956e-06      -9.54750e-05
  657              -3.63265e-05       5.71375e-06      -8.33336e-05
  658              -1.77137e-05       2.74573e-06      -6.43161e-05
  659              -4.85452e-06       7.40127e-07      -3.70604e-05
  660               0.00000e+00       0.00000e+00       0.00000e+00
  661               0.00000e+00       0.00000e+00       0.00000e+00
  662              -4.63938e-06       9.80398e-07       3.54034e-05
  663              -1.69161e-05       3.63107e-06       6.13728e-05
  664              -3.46680e-05       7.54502e-06       7.94425e-05
  665              -5.60898e-05       1.23565e-05       9.09376e-05
  666              -7.96841e-05       1.77436e-05       9.69971e-05
  667              -1.04217e-04       2.34277e-05       9.85942e-05
  668              -1.28679e-04       2.91700e-05       9.65565e-05
  669              -1.52251e-04       3.47686e-05       9.15836e-05
  670              -1.74275e-04       4.00543e-05       8.42644e-05
  671              -1.94229e-04       4.48869e-05       7.50912e-05
  672              -2.11700e-04       4.91518e-05       6.44749e-05
  673              -2.26374e-04       5.27573e-05       5.27573e-05
  674              -2.38011e-04       5.56317e-05       4.02244e-05
  675              -2.46439e-04       5.77217e-05       2.71181e-05
  676              -2.51540e-04       5.89902e-05       1.36475e-05
  677              -2.53248e-04       5.94154e-05       4.85456e-17
  678              -2.51540e-04       5.89902e-05      -1.36475e-05
  679              -2.46439e-04       5.77217e-05      -2.71181e-05
  680              -2.38011e-04       5.56317e-05      -4.02244e-05
  681              -2.26374e-04       5.27573e-05      -5.27573e-05
  682              -2.11700e-04       4.91518e-05      -6.44749e-05
  683              -1.94229e-04       4.48869e-05      -7.50912e-05
  684              -1.74275e-04       4.00543e-05      -8.42644e-05
  685              -1.52251e-04       3.47686e-05      -9.15836e-05
  686              -1.28679e-04       2.91700e-05      -9.65565e-05
  687              -1.04217e-04       2.34277e-05      -9.85942e-05
  688              -7.96841e-05       1.77436e-05      -9.69971e-05
  689              -5.60898e-05       1.23565e-05      -9.09376e-05
  690              -3.46680e-05       7.54502e-06      -7.94425e-05
  691              -1.69161e-05       3.63107e-06      -6.13728e-05
  692              -4.63938e-06       9.80398e-07      -3.54034e-05
  693               0.00000e+00       0.00000e+00       0.00000e+00
  694               0.00000e+00       0.00000e+00       0.00000e+00
  695              -4.36501e-06       1.21363e-06       3.32924e-05
  696              -1.59008e-05       4.48502e-06       5.76337e-05
  697              -3.25603e-05       9.30147e-06       7.45112e-05
  698              -5.26410e-05       1.52073e-05       8.51995e-05
  699              -7.47353e-05       2.18054e-05       9.07868e-05
  700              -9.76867e-05       2.87545e-05       9.21986e-05
  701              -1.20552e-04       3.57643e-05       9.02192e-05
  702              -1.42569e-04       4.25900e-05       8.55094e-05
  703              -1.63126e-04       4.90273e-05       7.86234e-05
  704              -1.81738e-04       5.49077e-05       7.00235e-05
  705              -1.98027e-04       6.00935e-05       6.00935e-05
  706              -2.11700e-04       6.44749e-05       4.91518e-05
  707              -2.22540e-04       6.79662e-05       3.74632e-05
  708              -2.30388e-04       7.05038e-05       2.52507e-05
  709              -2.35138e-04       7.20436e-05       1.27059e-05
  710              -2.36728e-04       7.25597e-05       4.44171e-17
  711              -2.35138e-04       7.20436e-05      -1.27059e-05
  712              -2.30388e-04       7.05038e-05      -2.52507e-05
  713              -2.22540e-04       6.79662e-05      -3.74632e-05
  714              -2.11700e-04       6.44749e-05      -4.91518e-05
  715              -1.98027e-04       6.00935e-05      -6.00935e-05
  716              -1.81738e-04       5.49077e-05      -7.00235e-05
  717              -1.63126e-04       4.90273e-05      -7.86234e-05
  718              -1.42569e-04       4.25900e-05      -8.55094e-05
  719              -1.20552e-04       3.57643e-05      -9.02192e-05
  720              -9.76867e-05       2.87545e-05      -9.21986e-05
  721              -7.47353e-05       2.18054e-05      -9.07868e-05
  722              -5.26410e-05       1.52073e-05      -8.51995e-05
  723              -3.25603e-05       9.30147e-06      -7.45112e-05
  724              -1.59008e-05       4.48502e-06      -5.76337e-05
  725              -4.36501e-06       1.21363e-06      -3.32924e-05
  726               0.00000e+00       0.00000e+00       0.00000e+00
  727               0.00000e+00       0.00000e+00       0.00000e+00
  728              -4.03362e-06       1.43600e-06       3.07461e-05
  729              -1.46776e-05       5.29201e-06       5.31398e-05
  730              -3.00265e-05       1.09485e-05       6.86031e-05
  731              -4.85026e-05       1.78626e-05       7.83430e-05
  732              -6.88065e-05       2.55669e-05       8.33823e-05
  733              -8.98744e-05       3.36633e-05       8.45872e-05
  734              -1.10842e-04       4.18157e-05       8.26886e-05
  735              -1.31011e-04       4.97421e-05       7.83005e-05
  736              -1.49827e-04       5.72081e-05       7.19358e-05
  737              -1.66850e-04       6.40208e-05       6.40208e-05
  738              -1.81738e-04       7.00235e-05       5.49077e-05
  739              -1.94229e-04       7.50912e-05       4.48869e-05
  740              -2.04126e-04       7.91272e-05       3.41986e-05
  741              -2.11289e-04       8.20593e-05       2.30435e-05
  742              -2.15623e-04       8.38379e-05       1.15932e-05
  743              -2.17074e-04       8.44340e-05       4.01550e-17
  744              -2.15623e-04       8.38379e-05      -1.15932e-05
  745              -2.11289e-04       8.20593e-05      -2.30435e-05
  746              -2.04126e-04       7.91272e-05      -3.41986e-05
  747              -1.94229e-04       7.50912e-05      -4.48869e-05
  748              -1.81738e-04       7.00235e-05      -5.49077e-05
  749              -1.66850e-04       6.40208e-05      -6.40208e-05
  750              -1.49827e-04       5.72081e-05      -7.19358e-05
  751              -1.31011e-04       4.97421e-05      -7.83005e-05
  752              -1.10842e-04       4.18157e-05      -8.26886e-05
  753              -8.98744e-05       3.36633e-05      -8.45872e-05
  754              -6.88065e-05       2.55669e-05      -8.33823e-05
  755              -4.85026e-05       1.78626e-05      -7.83430e-05
  756              -3.00265e-05       1.09485e-05      -6.86031e-05
  757              -1.46776e-05       5.29201e-06      -5.31398e-05
  758              -4.03362e-06       1.43600e-06      -3.07461e-05
  759               0.00000e+00       0.00000e+00       0.00000e+00
  760               0.00000e+00       0.00000e+00       0.00000e+00
  761              -3.64859e-06       1.64206e-06       2.77927e-05
  762              -1.32607e-05       6.03048e-06       4.79506e-05
  763              -2.70992e-05       1.24396e-05       6.18070e-05
  764              -4.37326e-05       2.02444e-05       7.04807e-05
  765              -6.19864e-05       2.89146e-05       7.49137e-05
  766              -8.09025e-05       3.80034e-05       7.59005e-05
  767              -9.97053e-05       4.71361e-05       7.41092e-05
  768              -1.17772e-04       5.60005e-05       7.00997e-05
  769              -1.34609e-04       6.43377e-05       6.43377e-05
  770              -1.49827e-04       7.19358e-05       5.72081e-05
  771              -1.63126e-04       7.86234e-05       4.90273e-05
  772              -1.74275e-04       8.42644e-05       4.00543e-05
  773              -1.83105e-04       8.87536e-05       3.05015e-05
  774              -1.89492e-04       9.20133e-05       2.05450e-05
  775              -1.93356e-04       9.39898e-05       1.03339e-05
  776              -1.94649e-04       9.46521e-05       3.66606e-17
  777              -1.93356e-04       9.39898e-05      -1.03339e-05
  778              -1.89492e-04       9.20133e-05      -2.05450e-05
  779              -1.83105e-04       8.87536e-05      -3.05015e-05
  780              -1.74275e-04       8.42644e-05      -4.00543e-05
  781              -1.63126e-04       7.86234e-05      -4.90273e-05
  782              -1.49827e-04       7.19358e-05      -5.72081e-05
  783              -1.34609e-04       6.43377e-05      -6.43377e-05
  784              -1.17772e-04       5.60005e-05      -7.00997e-05
  785              -9.97053e-05       4.71361e-05      -7.41092e-05
  786              -8.09025e-05       3.80034e-05      -7.59005e-05
  787              -6.19864e-05       2.89146e-05      -7.49137e-05
  788              -4.37326e-05       2.02444e-05      -7.04807e-05
  789              -2.70992e-05       1.24396e-05      -6.18070e-05
  790              -1.32607e-05       6.03048e-06      -4.79506e-05
  791              -3.64859e-06       1.64206e-06      -2.77927e-05
  792               0.00000e+00       0.00000e+00       0.00000e+00
  793               0.00000e+00       0.00000e+00       0.00000e+00
  794              -3.21491e-06       1.82407e-06       2.44731e-05
  795              -1.16708e-05       6.67066e-06       4.21500e-05
  796              -2.38251e-05       1.37119e-05       5.42442e-05
  797              -3.84119e-05       2.22500e-05       6.17632e-05
  798              -5.43960e-05       3.17024e-05       6.55514e-05
  799              -7.09361e-05       4.15840e-05       6.63198e-05
  800              -8.73541e-05       5.14909e-05       6.46657e-05
  801              -1.03109e-04       6.10882e-05       6.10882e-05
  802              -1.17772e-04       7.00997e-05       5.60005e-05
  803              -1.31011e-04       7.83005e-05       4.97421e-05
  804              -1.42569e-04       8.55094e-05       4.25900e-05
  805              -1.52251e-04       9.15836e-05       3.47686e-05
  806              -1.59913e-04       9.64135e-05       2.64606e-05
  807              -1.65453e-04       9.99182e-05       1.78155e-05
  808              -1.68803e-04       1.02042e-04       8.95868e-06
  809              -1.69924e-04       1.02754e-04       3.20359e-17
  810              -1.68803e-04       1.02042e-04      -8.95868e-06
  811              -1.65453e-04       9.99182e-05      -1.78155e-05
  812              -1.59913e-04       9.64135e-05      -2.64606e-05
  813              -1.52251e-04       9.15836e-05      -3.47686e-05
  814              -1.42569e-04       8.55094e-05      -4.25900e-05
  815              -1.31011e-04       7.83005e-05      -4.97421e-05
  816              -1.17772e-04       7.00997e-05      -5.60005e-05
  817              -1.03109e-04       6.10882e-05      -6.10882e-05
  818              -8.73541e-05       5.14909e-05      -6.46657e-05
  819              -7.09361e-05       4.15840e-05      -6.63198e-05
  820              -5.43960e-05       3.17024e-05      -6.55514e-05
  821              -3.84119e-05       2.22500e-05      -6.17632e-05
  822              -2.38251e-05       1.37119e-05      -5.42442e-05
  823              -1.16708e-05       6.67066e-06      -4.21500e-05
  824              -3.21491e-06       1.82407e-06      -2.44731e-05
  825               0.00000e+00       0.00000e+00       0.00000e+00
  826               0.00000e+00       0.00000e+00       0.00000e+00
  827              -2.73990e-06       1.97110e-06       2.08465e-05
  828              -9.93723e-06       7.17164e-06       3.58542e-05
  829              -2.02687e-05       1.46818e-05       4.60781e-05
  830              -3.26503e-05       2.37456e-05       5.23879e-05
  831              -4.61975e-05       3.37439e-05       5.55144e-05
  832              -6.01937e-05       4.41660e-05       5.60750e-05
  833              -7.40645e-05       5.45895e-05       5.45895e-05
  834              -8.73541e-05       6.46657e-05       5.14909e-05
  835              -9.97053e-05       7.41092e-05       4.71361e-05
  836              -1.10842e-04       8.26886e-05       4.18157e-05
  837              -1.20552e-04       9.02192e-05       3.57643e-05
  838              -1.28679e-04       9.65565e-05       2.91700e-05
  839              -1.35105e-04       1.01590e-04       2.21840e-05
  840              -1.39748e-04       1.05240e-04       1.49285e-05
  841              -1.42555e-04       1.07451e-04       7.50463e-06
  842              -1.43494e-04       1.08192e-04       2.64617e-17
  843              -1.42555e-04       1.07451e-04      -7.50463e-06
  844              -1.39748e-04       1.05240e-04      -1.49285e-05
  845              -1.35105e-04       1.01590e-04      -2.21840e-05
  846              -1.28679e-04       9.65565e-05      -2.91700e-05
  847              -1.20552e-04       9.02192e-05      -3.57643e-05
  848              -1.10842e-04       8.26886e-05      -4.18157e-05
  849              -9.97053e-05       7.41092e-05      -4.71361e-05
  850              -8.73541e-05       6.46657e-05      -5.14909e-05
  851              -7.40645e-05       5.45895e-05      -5.45895e-05
  852              -6.01937e-05       4.41660e-05      -5.60750e-05
  853              -4.61975e-05       3.37439e-05      -5.55144e-05
  854              -3.26503e-05       2.37456e-05      -5.23879e-05
  855              -2.02687e-05       1.46818e-05      -4.60781e-05
  856              -9.93723e-06       7.17164e-06      -3.58542e-05
  857              -2.73990e-06       1.97110e-06      -2.08465e-05
  858               0.00000e+00       0.00000e+00       0.00000e+00
  859               0.00000e+00       0.00000e+00       0.00000e+00
  860              -2.23417e-06       2.06765e-06       1.69975e-05
  861              -8.10154e-06       7.47741e-06       2.92230e-05
  862              -1.65189e-05       1.52380e-05       3.75253e-05
  863              -2.65961e-05       2.45590e-05       4.26096e-05
  864              -3.76058e-05       3.48040e-05       4.50794e-05
  865              -4.89610e-05       4.54524e-05       4.54524e-05
  866              -6.01937e-05       5.60750e-05       4.41660e-05
  867              -7.09361e-05       6.63198e-05       4.15840e-05
  868              -8.09025e-05       7.59005e-05       3.80034e-05
  869              -8.98744e-05       8.45872e-05       3.36633e-05
  870              -9.76867e-05       9.21986e-05       2.87545e-05
  871              -1.04217e-04       9.85942e-05       2.34277e-05
  872              -1.09376e-04       1.03668e-04       1.78020e-05
  873              -1.13101e-04       1.07343e-04       1.19725e-05
  874              -1.15351e-04       1.09568e-04       6.01647e-06
  875              -1.16104e-04       1.10313e-04       2.05256e-17
  876              -1.15351e-04       1.09568e-04      -6.01647e-06
  877              -1.13101e-04       1.07343e-04      -1.19725e-05
  878              -1.09376e-04       1.03668e-04      -1.78020e-05
  879              -1.04217e-04       9.85942e-05      -2.34277e-05
  880              -9.76867e-05       9.21986e-05      -2.87545e-05
  881              -8.98744e-05       8.45872e-05      -3.36633e-05
  882              -8.09025e-05       7.59005e-05      -3.80034e-05
  883              -7.09361e-05       6.63198e-05      -4.15840e-05
  884              -6.01937e-05       5.60750e-05      -4.41660e-05
  885              -4.89610e-05       4.54524e-05      -4.54524e-05
  886              -3.76058e-05       3.48040e-05      -4.50794e-05
  887              -2.65961e-05       2.45590e-05      -4.26096e-05
  888              -1.65189e-05       1.52380e-05      -3.75253e-05
  889              -8.10154e-06       7.47741e-06      -2.92230e-05
  890              -2.23417e-06       2.06765e-06      -1.69975e-05
  891               0.00000e+00       0.00000e+00       0.00000e+00
  892               0.00000e+00       0.00000e+00       0.00000e+00
  893              -1.71295e-06       2.09177e-06       1.30458e-05
  894              -6.22152e-06       7.51172e-06       2.24725e-05
  895              -1.26965e-05       1.52352e-05       2.88681e-05
  896              -2.04460e-05       2.44713e-05       3.27508e-05
  897              -2.89016e-05       3.45909e-05       3.45909e-05
  898              -3.76058e-05       4.50794e-05       3.48040e-05
  899              -4.61975e-05       5.55144e-05       3.37439e-05
  900              -5.43960e-05       6.55514e-05       3.17024e-05
  901              -6.19864e-05       7.49137e-05       2.89146e-05
  902              -6.88065e-05       8.33823e-05       2.55669e-05
  903              -7.47353e-05       9.07868e-05       2.18054e-05
  904              -7.96841e-05       9.69971e-05       1.77436e-05
  905              -8.35894e-05       1.01917e-04       1.34697e-05
  906              -8.64070e-05       1.05476e-04       9.05255e-06
  907              -8.81083e-05       1.07630e-04       4.54722e-06
  908              -8.86771e-05       1.08350e-04       1.48080e-17
  909              -8.81083e-05       1.07630e-04      -4.54722e-06
  910              -8.64070e-05       1.05476e-04      -9.05255e-06
  911              -8.35894e-05       1.01917e-04      -1.34697e-05
  912              -7.96841e-05       9.69971e-05      -1.77436e-05
  913              -7.47353e-05       9.07868e-05      -2.18054e-05
  914              -6.88065e-05       8.33823e-05      -2.55669e-05
  915              -6.19864e-05       7.49137e-05      -2.89146e-05
  916              -5.43960e-05       6.55514e-05      -3.17024e-05
  917              -4.61975e-05       5.55144e-05      -3.37439e-05
  918              -3.76058e-05       4.50794e-05      -3.48040e-05
  919              -2.89016e-05       3.45909e-05      -3.45909e-05
  920              -2.04460e-05       2.44713e-05      -3.27508e-05
  921              -1.26965e-05       1.52352e-05      -2.88681e-05
  922              -6.22152e-06       7.51172e-06      -2.24725e-05
  923              -1.71295e-06       2.09177e-06      -1.30458e-05
  924               0.00000e+00       0.00000e+00       0.00000e+00
  925               0.00000e+00       0.00000e+00       0.00000e+00
  926              -1.19806e-06       2.01207e-06       9.15953e-06
  927              -4.37723e-06       7.17201e-06       1.58911e-05
  928              -8.96362e-06       1.44879e-05       2.04673e-05
  929              -1.44581e-05       2.32131e-05       2.32131e-05
  930              -2.04460e-05       3.27508e-05       2.44713e-05
  931              -2.65961e-05       4.26096e-05       2.45590e-05
  932              -3.26503e-05       5.23879e-05       2.37456e-05
  933              -3.84119e-05       6.17632e-05       2.22500e-05
  934              -4.37326e-05       7.04807e-05       2.02444e-05
  935              -4.85026e-05       7.83430e-05       1.78626e-05
  936              -5.26410e-05       8.51995e-05       1.52073e-05
  937              -5.60898e-05       9.09376e-05       1.23565e-05
  938              -5.88079e-05       9.54750e-05       9.36956e-06
  939              -6.07670e-05       9.87537e-05       6.29190e-06
  940              -6.19492e-05       1.00735e-04       3.15899e-06
  941              -6.23443e-05       1.01398e-04       9.29903e-18
  942              -6.19492e-05       1.00735e-04      -3.15899e-06
  943              -6.07670e-05       9.87537e-05      -6.29190e-06
  944              -5.88079e-05       9.54750e-05      -9.36956e-06
  945              -5.60898e-05       9.09376e-05      -1.23565e-05
  946              -5.26410e-05       8.51995e-05      -1.52073e-05
  947              -4.85026e-05       7.83430e-05      -1.78626e-05
  948              -4.37326e-05       7.04807e-05      -2.02444e-05
  949              -3.84119e-05       6.17632e-05      -2.22500e-05
  950              -3.26503e-05       5.23879e-05      -2.37456e-05
  951              -2.65961e-05       4.26096e-05      -2.45590e-05
  952              -2.04460e-05       3.27508e-05      -2.44713e-05
  953              -1.44581e-05       2.32131e-05      -2.32131e-05
  954              -8.96362e-06       1.44879e-05      -2.04673e-05
  955              -4.37723e-06       7.17201e-06      -1.58911e-05
  956              -1.19806e-06       2.01207e-06      -9.15953e-06
  957               0.00000e+00       0.00000e+00       0.00000e+00
  958               0.00000e+00       0.00000e+00       0.00000e+00
  959              -7.20758e-07       1.78352e-06       5.57363e-06
  960              -2.67805e-06       6.32583e-06       9.85427e-06
