 NODE           X-DISPLACEMENT    Y-DISPLACEMENT    Z-DISPLACEMENT
   56              -7.13336e-05      -6.67128e-05       4.18519e-05
   57              -9.03907e-05      -8.50819e-05       3.38766e-05
   58              -1.04821e-04      -9.91709e-05       2.35723e-05
   59              -1.13758e-04      -1.07973e-04       1.20449e-05
   60              -1.16779e-04      -1.10961e-04      -2.14437e-18
   61              -1.13758e-04      -1.07973e-04      -1.20449e-05
   62              -1.04821e-04      -9.91709e-05      -2.35723e-05
   63              -9.03907e-05      -8.50819e-05      -3.38766e-05
   64              -7.13336e-05      -6.67128e-05      -4.18519e-05
   65              -4.92210e-05      -4.57390e-05      -4.57390e-05
   66              -2.67243e-05      -2.47397e-05      -4.28522e-05
   67              -8.13642e-06      -7.56750e-06      -2.93629e-05
   68               0.00000e+00       0.00000e+00       0.00000e+00
   69               0.00000e+00       0.00000e+00       0.00000e+00
   70              -1.17348e-05      -6.73333e-06       4.23853e-05
   71              -3.86231e-05      -2.24090e-05       6.21141e-05
   72              -7.13336e-05      -4.18519e-05       6.67128e-05
   73              -1.03697e-04      -6.14589e-05       6.14589e-05
   74              -1.31768e-04      -7.87644e-05       5.00453e-05
   75              -1.53135e-04      -9.21222e-05       3.49794e-05
   76              -1.66416e-04      -1.00505e-04       1.79227e-05
   77              -1.70913e-04      -1.03358e-04      -3.18580e-18
   78              -1.66416e-04      -1.00505e-04      -1.79227e-05
   79              -1.53135e-04      -9.21222e-05      -3.49794e-05
   80              -1.31768e-04      -7.87644e-05      -5.00453e-05
   81              -1.03697e-04      -6.14589e-05      -6.14589e-05
   82              -7.13336e-05      -4.18519e-05      -6.67128e-05
   83              -3.86231e-05      -2.24090e-05      -6.21141e-05
   84              -1.17348e-05      -6.73333e-06      -4.23853e-05
   85               0.00000e+00       0.00000e+00       0.00000e+00
   86               0.00000e+00       0.00000e+00       0.00000e+00
   87              -1.47621e-05      -5.33265e-06       5.34490e-05
   88              -4.87806e-05      -1.79815e-05       7.87958e-05
   89              -9.03907e-05      -3.38766e-05       8.50819e-05
   90              -1.31768e-04      -5.00453e-05       7.87644e-05
   91              -1.67818e-04      -6.44028e-05       6.44028e-05
   92              -1.95359e-04      -7.55349e-05       4.51551e-05
   93              -2.12520e-04      -8.25425e-05       2.31811e-05
   94              -2.18339e-04      -8.49308e-05      -4.14759e-18
   95              -2.12520e-04      -8.25425e-05      -2.31811e-05
   96              -1.95359e-04      -7.55349e-05      -4.51551e-05
   97              -1.67818e-04      -6.44028e-05      -6.44028e-05
   98              -1.31768e-04      -5.00453e-05      -7.87644e-05
   99              -9.03907e-05      -3.38766e-05      -8.50819e-05
  100              -4.87806e-05      -1.79815e-05      -7.87958e-05
  101              -1.47621e-05      -5.33265e-06      -5.34490e-05
  102               0.00000e+00       0.00000e+00       0.00000e+00
  103               0.00000e+00       0.00000e+00       0.00000e+00
  104              -1.70139e-05      -3.65534e-06       6.17320e-05
  105              -5.64147e-05      -1.24336e-05       9.14680e-05
  106              -1.04821e-04      -2.35723e-05       9.91709e-05
  107              -1.53135e-04      -3.49794e-05       9.21222e-05
  108              -1.95359e-04      -4.51551e-05       7.55349e-05
  109              -2.27694e-04      -5.30698e-05       5.30698e-05
  110              -2.47876e-04      -5.80623e-05       2.72789e-05
  111              -2.54725e-04      -5.97656e-05      -4.35708e-18
  112              -2.47876e-04      -5.80623e-05      -2.72789e-05
  113              -2.27694e-04      -5.30698e-05      -5.30698e-05
  114              -1.95359e-04      -4.51551e-05      -7.55349e-05
  115              -1.53135e-04      -3.49794e-05      -9.21222e-05
  116              -1.04821e-04      -2.35723e-05      -9.91709e-05
  117              -5.64147e-05      -1.24336e-05      -9.14680e-05
  118              -1.70139e-05      -3.65534e-06      -6.17320e-05
  119               0.00000e+00       0.00000e+00       0.00000e+00
  120               0.00000e+00       0.00000e+00       0.00000e+00
  121              -1.83925e-05      -1.85157e-06       6.68234e-05
  122              -6.11193e-05      -6.32959e-06       9.93316e-05
  123              -1.13758e-04      -1.20449e-05       1.07973e-04
  124              -1.66416e-04      -1.79227e-05       1.00505e-04
  125              -2.12520e-04      -2.31811e-05       8.25425e-05
  126              -2.47876e-04      -2.72789e-05       5.80623e-05
  127              -2.69966e-04      -2.98669e-05       2.98669e-05
  128              -2.77466e-04      -3.07504e-05      -3.33722e-18
  129              -2.69966e-04      -2.98669e-05      -2.98669e-05
  130              -2.47876e-04      -2.72789e-05      -5.80623e-05
  131              -2.12520e-04      -2.31811e-05      -8.25425e-05
  132              -1.66416e-04      -1.79227e-05      -1.00505e-04
  133              -1.13758e-04      -1.20449e-05      -1.07973e-04
  134              -6.11193e-05      -6.32959e-06      -9.93316e-05
  135              -1.83925e-05      -1.85157e-06      -6.68234e-05
  136               0.00000e+00       0.00000e+00       0.00000e+00
  137               0.00000e+00       0.00000e+00       0.00000e+00
  138              -1.88559e-05       6.27543e-19       6.85380e-05
  139              -6.27056e-05       1.90652e-18       1.01992e-04
  140              -1.16779e-04       2.94244e-18       1.10961e-04
  141              -1.70913e-04       4.49357e-18       1.03358e-04
  142              -2.18339e-04       5.04390e-18       8.49308e-05
  143              -2.54725e-04       3.34198e-18       5.97656e-05
  144              -2.77466e-04       4.79568e-19       3.07504e-05
  145              -2.85188e-04      -1.25212e-18      -2.52199e-18
  146              -2.77466e-04      -1.64731e-18      -3.07504e-05
  147              -2.54725e-04      -1.32258e-18      -5.97656e-05
  148              -2.18339e-04      -1.96652e-18      -8.49308e-05
  149              -1.70913e-04      -1.41408e-18      -1.03358e-04
  150              -1.16779e-04      -9.61284e-19      -1.10961e-04
  151              -6.27056e-05      -4.82161e-19      -1.01992e-04
  152              -1.88559e-05      -1.19264e-19      -6.85380e-05
  153               0.00000e+00       0.00000e+00       0.00000e+00
  154               0.00000e+00       0.00000e+00       0.00000e+00
  155              -1.83925e-05       1.85157e-06       6.68234e-05
  156              -6.11193e-05       6.32959e-06       9.93316e-05
  157              -1.13758e-04       1.20449e-05       1.07973e-04
  158              -1.66416e-04       1.79227e-05       1.00505e-04
  159              -2.12520e-04       2.31811e-05       8.25425e-05
  160              -2.47876e-04       2.72789e-05       5.80623e-05
  161              -2.69966e-04       2.98669e-05       2.98669e-05
  162              -2.77466e-04       3.07504e-05      -1.72930e-18
  163              -2.69966e-04       2.98669e-05      -2.98669e-05
  164              -2.47876e-04       2.72789e-05      -5.80623e-05
  165              -2.12520e-04       2.31811e-05      -8.25425e-05
  166              -1.66416e-04       1.79227e-05      -1.00505e-04
  167              -1.13758e-04       1.20449e-05      -1.07973e-04
  168              -6.11193e-05       6.32959e-06      -9.93316e-05
  169              -1.83925e-05       1.85157e-06      -6.68234e-05
  170               0.00000e+00       0.00000e+00       0.00000e+00
  171               0.00000e+00       0.00000e+00       0.00000e+00
  172              -1.70139e-05       3.65534e-06       6.17320e-05
  173              -5.64147e-05       1.24336e-05       9.14680e-05
  174              -1.04821e-04       2.35723e-05       9.91709e-05
  175              -1.53135e-04       3.49794e-05       9.21222e-05
  176              -1.95359e-04       4.51551e-05       7.55349e-05
  177              -2.27694e-04       5.30698e-05       5.30698e-05
  178              -2.47876e-04       5.80623e-05       2.72789e-05
  179              -2.54725e-04       5.97656e-05      -9.41910e-20
  180              -2.47876e-04       5.80623e-05      -2.72789e-05
  181              -2.27694e-04       5.30698e-05      -5.30698e-05
  182              -1.95359e-04       4.51551e-05      -7.55349e-05
  183              -1.53135e-04       3.49794e-05      -9.21222e-05
  184              -1.04821e-04       2.35723e-05      -9.91709e-05
  185              -5.64147e-05       1.24336e-05      -9.14680e-05
  186              -1.70139e-05       3.65534e-06      -6.17320e-05
  187               0.00000e+00       0.00000e+00       0.00000e+00
  188               0.00000e+00       0.00000e+00       0.00000e+00
  189              -1.47621e-05       5.33265e-06       5.34490e-05
  190              -4.87806e-05       1.79815e-05       7.87958e-05
  191              -9.03907e-05       3.38766e-05       8.50819e-05
  192              -1.31768e-04       5.00453e-05       7.87644e-05
  193              -1.67818e-04       6.44028e-05       6.44028e-05
  194              -1.95359e-04       7.55349e-05       4.51551e-05
  195              -2.12520e-04       8.25425e-05       2.31811e-05
  196              -2.18339e-04       8.49308e-05       9.65124e-19
  197              -2.12520e-04       8.25425e-05      -2.31811e-05
  198              -1.95359e-04       7.55349e-05      -4.51551e-05
  199              -1.67818e-04       6.44028e-05      -6.44028e-05
  200              -1.31768e-04       5.00453e-05      -7.87644e-05
  201              -9.03907e-05       3.38766e-05      -8.50819e-05
  202              -4.87806e-05       1.79815e-05      -7.87958e-05
  203              -1.47621e-05       5.33265e-06      -5.34490e-05
  204               0.00000e+00       0.00000e+00       0.00000e+00
  205               0.00000e+00       0.00000e+00       0.00000e+00
  206              -1.17348e-05       6.73333e-06       4.23853e-05
  207              -3.86231e-05       2.24090e-05       6.21141e-05
  208              -7.13336e-05       4.18519e-05       6.67128e-05
  209              -1.03697e-04       6.14589e-05       6.14589e-05
  210              -1.31768e-04       7.87644e-05       5.00453e-05
  211              -1.53135e-04       9.21222e-05       3.49794e-05
  212              -1.66416e-04       1.00505e-04       1.79227e-05
  213              -1.70913e-04       1.03358e-04       7.63956e-19
  214              -1.66416e-04       1.00505e-04      -1.79227e-05
  215              -1.53135e-04       9.21222e-05      -3.49794e-05
  216              -1.31768e-04       7.87644e-05      -5.00453e-05
  217              -1.03697e-04       6.14589e-05      -6.14589e-05
  218              -7.13336e-05       4.18519e-05      -6.67128e-05
  219              -3.86231e-05       2.24090e-05      -6.21141e-05
  220              -1.17348e-05       6.73333e-06      -4.23853e-05
  221               0.00000e+00       0.00000e+00       0.00000e+00
  222               0.00000e+00       0.00000e+00       0.00000e+00
  223              -8.13642e-06       7.56750e-06       2.93629e-05
  224              -2.67243e-05       2.47397e-05       4.28522e-05
  225              -4.92210e-05       4.57390e-05       4.57390e-05
  226              -7.13336e-05       6.67128e-05       4.18519e-05
  227              -9.03907e-05       8.50819e-05       3.38766e-05
  228              -1.04821e-04       9.91709e-05       2.35723e-05
  229              -1.13758e-04       1.07973e-04       1.20449e-05
  230              -1.16779e-04       1.10961e-04       6.13637e-19
  231              -1.13758e-04       1.07973e-04      -1.20449e-05
  232              -1.04821e-04       9.91709e-05      -2.35723e-05
  233              -9.03907e-05       8.50819e-05      -3.38766e-05
  234              -7.13336e-05       6.67128e-05      -4.18519e-05
  235              -4.92210e-05       4.57390e-05      -4.57390e-05
  236              -2.67243e-05       2.47397e-05      -4.28522e-05
  237              -8.13642e-06       7.56750e-06      -2.93629e-05
  238               0.00000e+00       0.00000e+00       0.00000e+00
  239               0.00000e+00       0.00000e+00       0.00000e+00
  240              -4.37688e-06       7.26784e-06       1.59267e-05
  241              -1.45038e-05       2.33589e-05       2.33589e-05
  242              -2.67243e-05       4.28522e-05       2.47397e-05
  243              -3.86231e-05       6.21141e-05       2.24090e-05
  244              -4.87806e-05       7.87958e-05       1.79815e-05
  245              -5.64147e-05       9.14680e-05       1.24336e-05
  246              -6.11193e-05       9.93316e-05       6.32959e-06
  247              -6.27056e-05       1.01992e-04       3.92534e-19
  248              -6.11193e-05       9.93316e-05      -6.32959e-06
  249              -5.64147e-05       9.14680e-05      -1.24336e-05
  250              -4.87806e-05       7.87958e-05      -1.79815e-05
  251              -3.86231e-05       6.21141e-05      -2.24090e-05
  252              -2.67243e-05       4.28522e-05      -2.47397e-05
  253              -1.45038e-05       2.33589e-05      -2.33589e-05
  254              -4.37688e-06       7.26784e-06      -1.59267e-05
  255               0.00000e+00       0.00000e+00       0.00000e+00
  256               0.00000e+00       0.00000e+00       0.00000e+00
  257              -1.25050e-06       4.82709e-06       4.82709e-06
  258              -4.37688e-06       1.59267e-05       7.26784e-06
  259              -8.13642e-06       2.93629e-05       7.56750e-06
  260              -1.17348e-05       4.23853e-05       6.73333e-06
  261              -1.47621e-05       5.34490e-05       5.33265e-06
  262              -1.70139e-05       6.17320e-05       3.65534e-06
  263              -1.83925e-05       6.68234e-05       1.85157e-06
  264              -1.88559e-05       6.85380e-05       2.02453e-19
  265              -1.83925e-05       6.68234e-05      -1.85157e-06
  266              -1.70139e-05       6.17320e-05      -3.65534e-06
  267              -1.47621e-05       5.34490e-05      -5.33265e-06
  268              -1.17348e-05       4.23853e-05      -6.73333e-06
  269              -8.13642e-06       2.93629e-05      -7.56750e-06
  270              -4.37688e-06       1.59267e-05      -7.26784e-06
  271              -1.25050e-06       4.82709e-06      -4.82709e-06
  272               0.00000e+00       0.00000e+00       0.00000e+00
  273               0.00000e+00       0.00000e+00       0.00000e+00
  274               0.00000e+00       0.00000e+00       0.00000e+00
  275               0.00000e+00       0.00000e+00       0.00000e+00
  276               0.00000e+00       0.00000e+00       0.00000e+00
  277               0.00000e+00       0.00000e+00       0.00000e+00
  278               0.00000e+00       0.00000e+00       0.00000e+00
  279               0.00000e+00       0.00000e+00       0.00000e+00
  280               0.00000e+00       0.00000e+00       0.00000e+00
  281               0.00000e+00       0.00000e+00       0.00000e+00
  282               0.00000e+00       0.00000e+00       0.00000e+00
  283               0.00000e+00       0.00000e+00       0.00000e+00
  284               0.00000e+00       0.00000e+00       0.00000e+00
  285               0.00000e+00       0.00000e+00       0.00000e+00
  286               0.00000e+00       0.00000e+00       0.00000e+00
  287               0.00000e+00       0.00000e+00       0.00000e+00
  288               0.00000e+00       0.00000e+00       0.00000e+00
  289               0.00000e+00       0.00000e+00       0.00000e+00
